Wave-Number (cm-1)	u(Wave-Number) (cm-1)	Absorbance	u(Absorbance)
0.03961869	6.11722E-05	0.000349343	0.000856666
0.039681879	6.12649E-05	0.001765611	0.000857089
0.039745065	6.13576E-05	-0.001934854	0.000857572
0.039808254	6.14503E-05	-7.96004E-05	0.000856515
0.03987144	6.1543E-05	0.000639116	0.000856634
0.03993463	6.16357E-05	0.000698701	0.000856537
0.039997816	6.17284E-05	-0.000159096	0.000856235
0.040061005	6.18212E-05	-0.000673188	0.000856924
0.040124191	6.19139E-05	0.001494972	0.000856884
0.04018738	6.20067E-05	0.001704753	0.000856571
0.040250566	6.20994E-05	0.001028377	0.000856646
0.040313755	6.21922E-05	0.000721134	0.000856354
0.040376942	6.22849E-05	0.001137707	0.000855676
0.040440131	6.23777E-05	0.00257153	0.000856422
0.040503317	6.24705E-05	0.001608034	0.000856582
0.040566506	6.25633E-05	0.001275313	0.00085642
0.040629692	6.26561E-05	0.002702442	0.000856444
0.040692881	6.27489E-05	0.002207154	0.000856281
0.040756067	6.28417E-05	0.000485321	0.000856181
0.040819257	6.29345E-05	0.00228455	0.000856508
0.040882443	6.30273E-05	0.001618682	0.000856183
0.040945632	6.31201E-05	0.002327785	0.000856702
0.041008818	6.3213E-05	0.002324216	0.000855474
0.041072007	6.33058E-05	0.001737577	0.000855989
0.041135196	6.33987E-05	0.001828115	0.000855871
0.041198382	6.34915E-05	0.000945544	0.000856311
0.041261572	6.35844E-05	0.000632145	0.000855299
0.041324758	6.36772E-05	0.001137707	0.000855676
0.041387947	6.37701E-05	1.67774E-05	0.00085589
0.041451133	6.3863E-05	0.000430633	0.000855159
0.041514322	6.39559E-05	0.000754595	0.000855773
0.041577508	6.40488E-05	0.000882365	0.00085574
0.041640697	6.41417E-05	0.000447956	0.000855482
0.041703884	6.42346E-05	0.000186688	0.000854826
0.041767073	6.43275E-05	-0.00041978	0.000854965
0.041830259	6.44204E-05	7.62562E-05	0.00085518
0.041893448	6.45133E-05	-0.00044255	0.000855147
0.041956634	6.46063E-05	-0.000261119	0.000854911
0.042019823	6.46992E-05	-0.000872646	0.000854331
0.042083009	6.47922E-05	-0.002675191	0.000854405
0.042146199	6.48851E-05	0.000838054	0.000854322
0.042209385	6.49781E-05	-0.000720071	0.000854782
0.042272574	6.5071E-05	-0.001978777	0.000854148
0.04233576	6.5164E-05	-0.000824791	0.000854631
0.042398949	6.5257E-05	-0.000320532	0.000854396
0.042462135	6.53499E-05	-0.000204412	0.000854149
0.042525324	6.54429E-05	0.001149494	0.000854108
0.042588511	6.55359E-05	0.000178033	0.000854664
0.0426517	6.56289E-05	0.001064802	0.000854333
0.042714889	6.57219E-05	0.001589537	0.000854473
0.042778075	6.58149E-05	0.002557607	0.000853864
0.042841264	6.5908E-05	0.000226049	0.000854353
0.04290445	6.6001E-05	0.00124685	0.000854709
0.042967639	6.6094E-05	-0.000374242	0.000853988
0.043030826	6.61871E-05	-0.000821515	0.000854073
0.043094015	6.62801E-05	0.001189357	0.000854247
0.043157201	6.63731E-05	0.001076485	0.000854548
0.04322039	6.64662E-05	0.002502514	0.000853457
0.043283576	6.65592E-05	0.001641644	0.000853659
0.043346765	6.66523E-05	0.001176714	0.000853422
0.043409951	6.67454E-05	0.001973585	0.00085382
0.043473141	6.68385E-05	0.000517947	0.000854375
0.043536327	6.69315E-05	0.001250665	0.000853594
0.043599516	6.70246E-05	0.000825751	0.000853497
0.043662702	6.71177E-05	0.003276247	0.000853426
0.043725891	6.72108E-05	0.001779527	0.000853231
0.043789077	6.73039E-05	0.001289509	0.000853123
0.043852266	6.7397E-05	0.003086504	0.000853501
0.043915453	6.74901E-05	0.002526503	0.000853885
0.043978642	6.75833E-05	0.00024522	0.000852897
0.044041828	6.76764E-05	0.002046112	0.000853381
0.044105017	6.77695E-05	0.001179677	0.000853476
0.044168203	6.78627E-05	0.001889121	0.000852878
0.044231392	6.79558E-05	0.00079981	0.000853015
0.044294581	6.80489E-05	0.003745694	0.00085316
0.044357768	6.81421E-05	0.001282664	0.000852407
0.044420957	6.82353E-05	0.004997872	0.000852469
0.044484143	6.83284E-05	-0.000580223	0.000852522
0.044547332	6.84216E-05	-0.000755582	0.000852864
0.044610518	6.85148E-05	-0.000645161	0.000852511
0.044673707	6.86079E-05	-0.001932989	0.00085251
0.044736893	6.87011E-05	-0.001815582	0.000851657
0.044800083	6.87943E-05	0.001290298	0.000851958
0.044863269	6.88875E-05	0.000504944	0.000852331
0.044926458	6.89807E-05	0.000146235	0.000852854
0.044989644	6.90739E-05	0.000213544	0.000851701
0.045052833	6.91671E-05	0.000711018	0.000851968
0.045116019	6.92603E-05	0.000247526	0.000851733
0.045179208	6.93536E-05	0.000668378	0.000851776
0.045242395	6.94468E-05	0.000825852	0.000851116
0.045305584	6.954E-05	-0.001398048	0.000851646
0.04536877	6.96332E-05	0.000230356	0.000851413
0.045431959	6.97265E-05	0.001971904	0.000850883
0.045495145	6.98197E-05	-0.00123385	0.000851092
0.045558334	6.9913E-05	-0.001630878	0.000850868
0.04562152	7.00062E-05	0.000235831	0.000850913
0.04568471	7.00995E-05	-0.00028332	0.000851434
0.045747896	7.01928E-05	0.000435786	0.000850445
0.045811085	7.0286E-05	0.000396616	0.000850913
0.045874274	7.03793E-05	-0.001261328	0.00085056
