Wave-Number (cm-1)	u(Wave-Number) (cm-1)	Absorbance	u(Absorbance)
0.039546002	6.11993E-05	0.002835472	0.000856783
0.039609075	6.12911E-05	0.002377253	0.000855991
0.039672145	6.13829E-05	0.001983681	0.00085664
0.039735218	6.14747E-05	0.002345733	0.000856012
0.039798289	6.15665E-05	0.003357118	0.000856102
0.039861362	6.16583E-05	0.003543892	0.000855921
0.039924432	6.17501E-05	0.003022301	0.000856602
0.039987505	6.18419E-05	0.002156499	0.000856139
0.040050575	6.19338E-05	0.005217123	0.000856228
0.040113649	6.20256E-05	0.002387277	0.00085549
0.040176719	6.21175E-05	0.001638735	0.000855445
0.040239792	6.22093E-05	0.003245394	0.000855792
0.040302862	6.23012E-05	0.00396609	0.000855912
0.040365935	6.23931E-05	0.00231467	0.000855319
0.040429006	6.2485E-05	0.001670238	0.000855423
0.040492079	6.25769E-05	0.001971844	0.000856373
0.040555149	6.26688E-05	0.003075619	0.000855631
0.040618222	6.27607E-05	0.003237906	0.000854919
0.040681293	6.28526E-05	0.005443512	0.000855525
0.040744366	6.29445E-05	0.003890627	0.000855688
0.040807436	6.30365E-05	0.002001941	0.000855584
0.040870509	6.31284E-05	0.001262695	0.000855752
0.040933579	6.32203E-05	0.002257079	0.000854755
0.040996653	6.33123E-05	0.002012992	0.000854372
0.041059726	6.34043E-05	0.003456257	0.000855431
0.041122796	6.34962E-05	0.000241964	0.000855397
0.041185869	6.35882E-05	0.002349643	0.000853927
0.041248939	6.36802E-05	0.002233338	0.000854224
0.041312013	6.37722E-05	0.002465069	0.000855054
0.041375083	6.38642E-05	0.000795217	0.000853932
0.041438156	6.39562E-05	0.001865941	0.000853978
0.041501226	6.40483E-05	0.000676107	0.000854176
0.0415643	6.41403E-05	0.000629033	0.00085459
0.04162737	6.42323E-05	-0.000248264	0.000854524
0.041690443	6.43244E-05	0.000417487	0.000854186
0.041753513	6.44164E-05	0.001377601	0.000853923
0.041816586	6.45085E-05	0.000511921	0.000854122
0.041879657	6.46005E-05	0.00178095	0.000854254
0.04194273	6.46926E-05	0.000709527	0.000853444
0.0420058	6.47847E-05	0.000828428	0.000853201
0.042068873	6.48768E-05	0.000637508	0.000853274
0.042131943	6.49689E-05	-0.000962976	0.000852878
0.042195017	6.5061E-05	0.000473553	0.000853221
0.042258087	6.51531E-05	0.001926535	0.000853883
0.04232116	6.52452E-05	0.002480729	0.000853238
0.04238423	6.53373E-05	8.49816E-05	0.000853209
0.042447304	6.54295E-05	0.000475755	0.000853274
0.042510374	6.55216E-05	0.000671199	0.000853306
0.042573447	6.56138E-05	0.002021759	0.000853109
0.04263652	6.57059E-05	0.000237668	0.000853761
0.04269959	6.57981E-05	0.000341011	0.000853146
0.042762664	6.58902E-05	0.002545942	0.000853249
0.042825734	6.59824E-05	0.002582558	0.000852625
0.042888807	6.60746E-05	0.0026429	0.00085253
0.042951877	6.61668E-05	0.001852881	0.00085295
0.04301495	6.6259E-05	0.001422027	0.000853457
0.043078021	6.63512E-05	0.001198746	0.000852789
0.043141094	6.64434E-05	0.001155867	0.000852545
0.043204164	6.65356E-05	0.00203666	0.000852718
0.043267237	6.66278E-05	0.0042658	0.000851934
0.043330308	6.67201E-05	0.002778346	0.000851949
0.043393381	6.68123E-05	0.002065655	0.000852644
0.043456451	6.69045E-05	0.000370189	0.00085231
0.043519524	6.69968E-05	0.004873448	0.000852455
0.043582594	6.70891E-05	0.002175434	0.000851482
0.043645668	6.71813E-05	0.00203275	0.000851904
0.043708738	6.72736E-05	0.001873412	0.000851956
0.043771811	6.73659E-05	0.003350398	0.000851729
0.043834881	6.74581E-05	0.00075117	0.000851403
0.043897954	6.75504E-05	0.002554254	0.000851283
0.043961025	6.76427E-05	0.001536287	0.000851638
0.044024098	6.7735E-05	0.002144082	0.000851503
0.044087168	6.78273E-05	0.001833707	0.000851059
0.044150241	6.79197E-05	0.001437582	0.000851595
0.044213315	6.8012E-05	0.001190318	0.000851109
0.044276385	6.81043E-05	0.001717553	0.000851354
0.044339458	6.81966E-05	0.002421715	0.000851209
0.044402528	6.8289E-05	0.000719397	0.000850665
0.044465601	6.83813E-05	0.000699363	0.00085095
0.044528672	6.84737E-05	0.000898896	0.000851087
0.044591745	6.8566E-05	0.001028232	0.00085035
0.044654815	6.86584E-05	-5.27633E-05	0.000849937
0.044717888	6.87508E-05	0.001890279	0.000850153
0.044780958	6.88432E-05	0.00074812	0.000849834
0.044844032	6.89355E-05	0.001509703	0.000850299
0.044907102	6.90279E-05	0.001282689	0.000849531
0.044970175	6.91203E-05	0.000155207	0.000850284
0.045033245	6.92127E-05	0.001153585	0.000850267
0.045096318	6.93051E-05	-0.000784338	0.000850156
0.045159389	6.93976E-05	-0.002683452	0.000849321
0.045222462	6.949E-05	-0.00103073	0.000850428
0.045285532	6.95824E-05	0.00083748	0.000849666
0.045348605	6.96748E-05	-0.001474498	0.000849807
0.045411676	6.97673E-05	0.00093316	0.0008489
0.045474749	6.98597E-05	-0.001886048	0.000849974
0.045537819	6.99522E-05	0.000967283	0.000849688
0.045600892	7.00446E-05	-0.001058772	0.000849745
0.045663962	7.01371E-05	0.000175528	0.000849244
0.045727036	7.02296E-05	0.000908701	0.000849078
0.045790109	7.0322E-05	0.002433016	0.000848602
0.045853179	7.04145E-05	0.000260552	0.000848217
0.045916252	7.0507E-05	-0.000286357	0.000848205
0.045979322	7.05995E-05	0.000177874	0.000848541
0.046042396	7.0692E-05	0.003690595	0.000848628
0.046105466	7.07845E-05	0.000863838	0.000848785
0.046168539	7.0877E-05	-0.0001345	0.000847996
0.046231609	7.09695E-05	0.000425732	0.000848322
0.046294683	7.1062E-05	0.002213928	0.000847615
0.046357753	7.11546E-05	-0.001374576	0.000847533
0.046420826	7.12471E-05	-0.000529483	0.000847184
0.046483896	7.13396E-05	0.000887369	0.0008471
0.046546969	7.14322E-05	0.002496519	0.000847535
0.04661004	7.15247E-05	0.001844482	0.000847215
0.046673113	7.16173E-05	-0.000966543	0.000846457
0.046736183	7.17098E-05	0.00087566	0.000847161
0.046799256	7.18024E-05	0.000638595	0.00084689
0.046862326	7.1895E-05	-0.001691369	0.00084619
0.0469254	7.19875E-05	-0.000755727	0.000846745
